,arabizi,arabic,from_source
1122,sel3a,سلعة,1
1123,ni3ma,نعمة,1
1124,amel,امال,1
1125,mziya,مزية,1
1126,efri9i,افريقي,1
1127,winta,وانت,1
1128,chai,شيئ,1
1129,wejhek,وجهك,1
1130,lazim,لازم,1
1131,fomek,فمك,1
1132,lila,للا,1
1133,hob,حب,1
1134,tones,تونس,1
1135,kifach,كيفاش,1
1136,faza,فازا,1
1137,yali,يالي,1
1138,rasi,راسي,1
1139,9wiya,قوية,1
1140,bourguiba,بورقيبة,1
1141,yal3eb,يلعب,1
1142,labed,لبلاد,1
1143,lekleb,لكلاب,1
1144,mostawa,مستوى,1
1145,kilma,كلمة,1
1146,ynik,ينيك,1
1147,ya3tih,يعطيه,1
1148,wken,وكان,1
1149,5idma,خدمة,1
1150,het,هات,1
1151,bekri,بكري,1
1152,3idkom,عيدكم,1
1153,mawjoud,موجود,1
1154,lem3alem,لمعلم,1
1155,e7na,احنا,1
1156,na7i,نحي,1
1157,saker,سكر,1
1158,etaraji,الترجي,1
1159,esmha,اسمها,1
1160,l5ir,لخير,1
1161,laken,لكن,1
1162,watani,وطني,1
1163,tla3t,طلعت,1
1164,makch,ماكش,1
1165,tfol,طفل,1
1166,safi,صافي,1
1167,wana,وانا,1
1168,snine,سنين,1
1169,corona,كرونا,1
1170,nadi,نادي,1
1171,slemtek,سلامتك,1
1172,mte3na,متعنا,1
1173,baz,باز,1
1174,mazelt,مازلت,1
1175,winhom,وينهم,1
1176,yar7mek,يرحمك,1
1177,tched,تشد,1
1178,choufelna,شوفلنا,1
1179,alef,الاف,1
1180,s3ib,صعيب,1
1181,3ayeltou,عيطلو,1
1182,ja3four,جعفور,1
1183,l9a7ba,لقحبة,1
1184,omi,امي,1
1185,ekhdem,اخدم,1
1186,ma7soub,محسوب,1
1187,tra,ترا,1
1188,winek,وينك,1
1189,tfarej,تفرج,1
1190,tarachi,ترشي,1
1191,3ami,عمي,1
1192,berjoulia,برجولية,1
1193,libia,ليبيا,1
1194,7al9a,حلقة,1
1195,neji,ناجي,1
1196,jma3a,جماعة,1
1197,la7asa,لحاسة,1
1198,tmout,تموت,1
1199,y9oulou,يقولو,1
1200,chtar,شطر,1
1201,yahdik,يهديك,1
1202,ghadi,غادي,1
1203,3arbi,عربي,1
1204,menkom,منكم,1
1205,ymout,يموت,1
1206,kenou,كانو,1
1207,fachel,فاشل,1
1208,blhi,بالاهي,1
1209,wnchalah,وانشاءالله,1
1210,nawfel,نوفل,1
1211,lakin,لكن,1
1212,ta3ml,تعمل,1
1213,5atir,خاطر,1
1214,wa7dou,وحدو,1
1215,erais,الرئيس,1
1216,erye7i,الرياحي,1
1217,benesba,بالنسبة,1
1218,esa7a,الصحة,1
1219,ysaber,يصبر,1
1220,mahdi,مهدي,1
1221,iheb,ايهاب,1
1222,chbikom,شبيكم,1
1223,mba3d,مبعد,1
1224,3abd,عبد,1
1225,derby,دربي,1
1226,fawzi,فوزي,1
1227,lehi,لاهي,1
1228,7amla,حملة,1
1229,3inik,عينيك,1
1230,lflous,لفلوس,1
1231,7ezb,حزب,1
1232,rajl,راجل,1
1233,hit,حيط,1
1234,nty,انتي,1
1235,ma3adch,معادش,1
1236,da5el,داخل,1
1237,madame,مادام,1
1238,kal,كال,1
1239,fehem,فاهم,1
1240,inty,انتي,1
1241,9alb,قلب,1
1242,emchi,امشي,1
1243,kalba,كلبة,1
1244,mba3ed,مبعد,1
1245,ya3rfou,يعرفو,1
1246,9alet,قالت,1
1247,rohek,روحك,1
1248,nida,نداء,1
1249,belehy,بالاهي,1
1250,echab,الشعب,1
1251,taswira,تصويرة,1
1252,etwensa,التوانسة,1
1253,alaho,الله,1
1254,baldi,بلدي,1
1255,tari5,تاريخ,1
1256,ethawra,الثورة,1
1257,tnayek,تنيك,1
1258,chmata,شماتة,1
1259,bar,بار,1
1260,yetkalem,يتكلم,1
1261,baratli,براتلي,1
1262,dhawedi,ذوادي,1
1263,klemou,كلامو,1
1264,7ob,حب,1
1265,se3a,ساعة,1
1266,incha,انشا,1
1267,dabegh,دباغ,1
1268,sama7ni,سمحني,1
1269,meno,منو,1
1270,bazoula,بزولة,1
1271,lmara,لمرا,1
1272,ndhif,نضيف,1
1273,9arar,قرار,1
1274,yjib,يجيب,1
1275,mahla,محلا,1
1276,miliard,مليار,1
1277,tkoul,تقول,1
1278,tabda,تبدا,1
1279,gadefi,غدافي,1
1280,wakt,وقت,1
1281,tetfarej,تتفرج,1
1282,5atr,خاطر,1
1283,haded,حداد,1
1284,maher,ماهر,1
1285,najem,نجم,1
1286,liflous,لفلوس,1
1287,ta3ti,تعطي,1
1288,lobna,لبنى,1
1289,fased,فاسد,1
1290,ra7a,راحة,1
1291,trabelsi,طرابلسي,1
1292,wali,ولي,1
1293,bledou,بلادو,1
1294,3ezkom,عزكم,1
1295,jabou,جابو,1
1296,yzid,يزيد,1
1297,jahel,جاهل,1
1298,mayjich,ميجيش,1
1299,fechel,فاشل,1
1300,3andk,عند,1
1301,ouh,اوه,1
1302,minik,منك,1
1303,arjel,ارجل,1
1304,ri9,ريق,1
1305,sala7,صلاح,1
1306,majles,مجلس,1
1307,lazemna,لازمنا,1
1308,elf,الف,1
1309,batel,بطال,1
1310,wlah,والله,1
1311,dinya,دنيا,1
1312,rajol,راجل,1
1313,tanba7,تنبح,1
1314,machakel,مشاكل,1
1315,7at,حاط,1
1316,7ab,حب,1
1317,yarhamha,يرحمها,1
1318,le3bed,لعباد,1
1319,rou7i,روحي,1
1320,m3aya,معايا,1
1321,kalou,قالو,1
1322,wa7d,واحد,1
1323,alo,الو,1
1324,kelb,كلب,1
1325,boul,بول,1
1326,yarhmo,يرحمو,1
1327,n7ebouk,نحبوك,1
1328,walhi,واللاهي,1
1329,ltounes,لتونس,1
1330,3ezek,عزك,1
1331,rasoul,رسول,1
1332,hedhom,هاذم,1
1333,iwali,يولي,1
1334,a7ki,احكي,1
1335,yarabi,يربي,1
1336,5ayba,خايبة,1
1337,mnaykin,منيكين,1
1338,ya39oubi,يعقوبي,1
1339,7kouma,حكومة,1
1340,nahtha,نهضة,1
1341,9bel,قبل,1
1342,bourjoulia,برجولية,1
1343,libi,ليبي,1
1344,jme3et,جماعة,1
1345,fe9ou,فاقو,1
1346,leken,لكن,1
1347,yetfarej,يتفرج,1
1348,kifhom,كيفهم,1
1349,yahya,يحيا,1
1350,sera9,سارق,1
1351,bac,باك,1
1352,nhebek,نحبك,1
1353,lekbir,لكبير,1
1354,samba,صنبة,1
1355,lefriki,لفريقي,1
1356,netfarej,نتفرج,1
1357,enti5abet,انتخابات,1
1358,na3mel,نعمل,1
1359,te7ki,تحكي,1
1360,lbara,لبرا,1
1361,i3lem,اعلام,1
1362,ines,اناس,1
1363,mouche,موش,1
1364,esm,اسم,1
1365,enour,النور,1
1366,echkoun,شكون,1
1367,tal3eb,تلعب,1
1368,mordha,مرضى,1
1369,sba7,صباح,1
1370,tfoh,تفوه,1
1371,kifi,كيفي,1
1372,hkeya,حكاية,1
1373,rou7k,روحك,1
1374,lougha,لوغة,1
1375,5atrou,خاترو,1
1376,seif,سيف,1
1377,yesir,يصير,1
1378,jedou,جدو,1
1379,e3lem,اعلام,1
1380,y3inek,يعينك,1
1381,solta,سلطة,1
1382,heki,هاكي,1
1383,mta3kom,متاعكم,1
1384,mortaz9a,مرتزقة,1
1385,lahkeya,لحكاية,1
1386,biya,بيا,1
1387,bab,باب,1
1388,3ale5er,عاللخر,1
1389,3lah,علاه,1
1390,el5ir,الخير,1
1391,thib,تحب,1
1392,jebt,جبت,1
1393,ta7,طاح,1
1394,khit,خيت,1
1395,la79i9a,لحقيقة,1
1396,mafia,مافيا,1
1397,erya7i,الرياحي,1
1398,9ima,قيمة,1
1399,netsawer,نتصور,1
1400,ahl,اهل,1
1401,ta7chi,تحشي,1
1402,fergha,فارغة,1
1403,dinar,دينار,1
1404,yoster,يستر,1
1405,mwabna,موبنة,1
1406,ya7ya,يحيا,1
1407,farkh,فرخ,1
1408,la7ram,لحرام,1
1409,asl,اصل,1
1410,taba3,تابع,1
1411,eriahi,الرياحي,1
1412,denia,دنيا,1
1413,3amar,عمار,1
1414,macha,مشا,1
1415,yal3ab,يلعب,1
1416,sayebna,سيبنا,1
1417,fdhaya7,فضايح,1
1418,mahomch,ماهمش,1
1419,to93ed,تقعد,1
1420,7abit,حبيت,1
1421,mt3,متع,1
1422,blida,بليدة,1
1423,khra,خرى,1
1424,ahsan,احسن,1
1425,bay,باي,1
1426,ja3fer,جعفر,1
1427,yousel,يوصل,1
1428,awal,اول,1
1429,ltaw,لتوا,1
1430,walitou,وليتو,1
1431,kelmet,كلمت,1
1432,mama,ماما,1
1433,zaboura,زبورة,1
1434,bheyem,بهايم,1
1435,tjibou,تجيبو,1
1436,mahleha,محلاها,1
1437,lihom,ليهم,1
1438,moez,معز,1
1439,3amlin,عاملين,1
1440,shiha,صحيحة,1
1441,dhahra,ظاهرة,1
1442,houni,هوني,1
1443,samahni,سمحني,1
1444,blhy,بالاهي,1
1445,ta7t,تحت,1
1446,yar7amhom,يرحمو,1
1447,hedhy,هاذي,1
1448,gadafi,غدافي,1
1449,sidkom,سيدكم,1
1450,rouhik,روحك,1
1451,aham,اهم,1
1452,3alih,عليه,1
1453,wejh,وجه,1
1454,hethom,هاذم,1
1455,balek,بالك,1
1456,bayrem,بيرم,1
1457,rouh,روح,1
1458,feli,فالي,1
1459,7ot,حط,1
1460,3zouza,عزوزة,1
1461,moush,موش,1
1462,masla7t,مصلحت,1
1463,ma3rouf,معروف,1
1464,9loubna,قلوبنا,1
1465,nshalah,انشاءالله,1
1466,takila,تاكيلا,1
1467,ekher,اخر,1
1468,migalo,ميغالو,1
1469,asma3,اسمع,1
1470,hama,حما,1
1471,7kaya,حكاية,1
1472,kifkom,كيفكم,1
1473,8ir,غير,1
1474,loula,لولا,1
1475,ne9sa,ناقصة,1
1476,fisa3,فيسع,1
1477,a7san,احسن,1
1478,lili,ليلي,1
1479,nhib,نحب,1
1480,abir,عبير,1
1481,galbi,قلبي,1
1482,hadhaka,هذاكا,1
1483,ye5dmou,يخدمو,1
1484,bkit,بكيت,1
1485,mte3k,متاعك,1
1486,anou,انو,1
1487,jamel,جامل,1
1488,gabes,قابس,1
1489,kahaw,خذاو,1
1490,houkouma,حكومة,1
1491,taref,طرف,1
1492,hahahahaha,هاهاهاها,1
1493,fsed,فساد,1
1494,jibou,جيبو,1
1495,saybouna,سيبونا,1
1496,9dar,قدر,1
1497,3sba,عصبة,1
1498,bladna,بلادنا,1
1499,nestanew,نستناو,1
1500,3awen,عون,1
1501,koli,قلي,1
1502,milion,مليون,1
1503,7okouma,حكومة,1
1504,i5alik,يخليك,1
1505,hajet,حاجات,1
1506,ghalya,غالية,1
1507,tsawer,تصاور,1
1508,mta3na,متاعنا,1
1509,qatar,قطر,1
1510,meriem,مريم,1
1511,ghanouchi,غنوشي,1
1512,9wi,قوي,1
1513,lkolhom,لكلكم,1
1514,etwansa,التوانسة,1
1515,3afat,عفاط,1
1516,a3lech,علاش,1
1517,hamdelah,حمدلله,1
1518,zwewla,زواولة,1
1519,hek,هاك,1
1520,7acha,حاشا,1
1521,jaya,جاية,1
1522,8ali,غالي,1
1523,nife9,نفاق,1
1524,mekech,ماكش,1
1525,fazet,فازات,1
1526,bdet,بدات,1
1527,amen,امن,1
1528,yabda,يبدا,1
1529,fanen,فنان,1
1530,ta7iya,تحية,1
1531,inshalah,انشاءالله,1
1532,5oya,خويا,1
1533,sa3id,سعيد,1
1534,mleyen,ملاين,1
1535,zied,زياد,1
1536,youfa,يوفا,1
1537,lezim,لازم,1
1538,9albek,قلبك,1
1539,akbir,اكبر,1
1540,makom,ماكم,1
1541,menk,منك,1
1542,tseb,تسب,1
1543,lmra,لمرا,1
1544,inik,ينيك,1
1545,wbara,وبرا,1
1546,janoub,جنوب,1
1547,chhar,شهر,1
1548,a7zeb,احزاب,1
1549,bourjouliya,برجولية,1
1550,wjouh,وجوه,1
1551,nedi,نادي,1
1552,a3lih,عليه,1
1553,bena,بنة,1
1554,sayib,سيب,1
1555,yo5rej,يخرج,1
1556,ya3ml,يعمل,1
1557,3ale,على,1
1558,kamil,كامل,1
1559,tahia,تحية,1
1560,wiou,ويو,1
1561,krima,كريمة,1
1562,rou7ha,روحنا,1
1563,blehi,بالاهي,1
1564,3alami,عالمي,1
1565,jma3et,جماعة,1
1566,yfarej,يفرج,1
1567,i5dem,يخدم,1
1568,islem,اسلام,1
1569,bladi,بلدي,1
1570,melyarat,مليارات,1
1571,esebsi,اسبسي,1
1572,nhbk,نحبك,1
1573,fesed,فساد,1
1574,galou,قالو,1
1575,nahda,نهضة,1
1576,sada9ni,صدقني,1
1577,liha,ليها,1
1578,tala,طلة,1
1579,louken,لوكان,1
1580,5alih,خليه,1
1581,7abs,حبس,1
1582,sghar,صغار,1
1583,choft,شفت,1
1584,enek,انك,1
1585,8alta,غلطة,1
1586,idik,اديك,1
1587,3aychin,عايشين,1
1588,ejdid,الجديد,1
1589,waktech,وقتاش,1
1590,sera,صارة,1
1591,sghir,صغير,1
1592,ezawali,الزوالي,1
1593,bechir,بشير,1
1594,ahlem,احلام,1
1595,5amej,خامج,1
1596,kraheb,كراهب,1
1597,wasil,واصل,1
1598,sahha,صحة,1
1599,yar7amha,يرحمها,1
1600,tkawer,تكور,1
1601,na9es,ناقص,1
1602,7ezeb,حزب,1
1603,oumour,امور,1
1604,cho,شو,1
1605,erheb,ارهاب,1
1606,miled,ميلاد,1
1607,bilah,بالله,1
1608,7asilou,حاصيلو,1
1609,mehdi,مهدي,1
1610,me3ak,معاك,1
1611,3alam,عالم,1
1612,7asbi,حسبي,1
1613,ma3na,معانا,1
1614,zwawla,زواولة,1
1615,nhezou,نهزو,1
1616,ghriba,غريبة,1
1617,ahawka,اهوكة,1
1618,jmhour,جمهور,1
1619,teli,تالي,1
1620,ya7kiw,يحكيو,1
1621,yahmik,يحميك,1
1622,elyoum,اليوم,1
1623,ma3ach,معاش,1
1624,enahda,النهضة,1
1625,mas5a,مسخة,1
1626,ta3mal,تعمل,1
1627,nse,نساء,1
1628,mta3ou,متاعو,1
1629,ghalet,غلات,1
1630,blid,بليد,1
1631,lo5ra,لخرا,1
1632,yo93ed,يقعد,1
1633,khsara,خسارة,1
1634,a5tana,اخطانا,1
1635,mridha,مريضة,1
1636,fahem,فاهم,1
1637,berjouliya,برجولية,1
1638,3amil,عميل,1
1639,thezou,تهزو,1
1640,thana,تهنا,1
1641,mla3bi,ملاعبي,1
1642,kifk,كيفك,1
1643,mlayen,ملاين,1
1644,ykhalik,يخليك,1
1645,l3am,لعام,1
1646,riya7i,رياحي,1
1647,ta7anet,طحانات,1
1648,5atrek,خاترك,1
1649,jendouba,جندوبة,1
1650,yhebou,يحبو,1
1651,yna3mou,ينعمو,1
1652,wino,وينو,1
1653,9elet,قلة,1
1654,9oli,قلي,1
1655,badel,بدل,1
1656,weled,ولد,1
1657,7asra,حسرة,1
1658,wenty,وانتي,1
1659,jaded,جدد,1
1660,we7d,وحد,1
1661,wzid,وزيد,1
1662,habet,حبت,1
1663,derbi,دربي,1
1664,flouse,فلوس,1
1665,raj3elna,رجعلنا,1
1666,n7ib,نحب,1
1667,mach,ماش,1
1668,marat,مرات,1
1669,chokri,شكري,1
1670,fari9,فريق,1
1671,yechri,يشري,1
1672,birasmi,بالرسمي,1
1673,aymen,ايمن,1
1674,sormek,صرمك,1
1675,7awi,حاوي,1
1676,kifik,كيفك,1
1677,fard,فرد,1
1678,ma3loul,معلول,1
1679,hetheka,هذاكا,1
1680,cha3ab,شعب,1
1681,ma3andouch,معندو,1
1682,nta,نتا,1
1683,tfo,تفو,1
1684,wech,واش,1
1685,yestana,يستنا,1
1686,lkoul,لكل,1
1687,ma7leh,محلاه,1
1688,m3ake,معاك,1
1689,iched,يشد,1
1690,wfe,وفا,1
1691,habit,حبيت,1
1692,ba3id,بعيد,1
1693,bayna,بينا,1
1694,to9tel,تقتل,1
1695,behy,باللاهي,1
1696,tounsiya,تونسية,1
1697,tala3,طالع,1
1698,mafhemtech,مفهمتش,1
1699,walaw,ولاو,1
1700,ghoul,غول,1
1701,ykawer,يكور,1
1702,7akem,حاكم,1
1703,3ame,عماء,1
1704,nifa9,نفاق,1
1705,njibou,نجيبو,1
1706,ma3ad,معاد,1
1707,mat,مات,1
1708,mazelna,مزلنا,1
1709,5omej,خماج,1
1710,telhe,تلهىى,1
1711,insan,انسان,1
1712,minkom,منكم,1
1713,tet3ada,تتعدى,1
1714,bda,بدا,1
1715,jamia,جمعية,1
1716,blaset,بلاصت,1
1717,telha,تلهىى,1
1718,bahya,باهية,1
1719,3ajbou,عاجبو,1
1720,etounsia,التونسية,1
1721,siliana,سليانة,1
1722,yamel,يعمل,1
1723,trah,تره,1
1724,i5dim,اخدم,1
1725,nhebouk,نحبوك,1
1726,sahby,صاحبي,1
1727,9ofa,قفة,1
1728,baraka,بركة,1
1729,de5la,داخلة,1
1730,hasen,حسن,1
1731,el7a9,الحق,1
1732,blastek,بلاصتك,1
1733,dalil,دليل,1
1734,aslan,اصلا,1
1735,ene,انا,1
1736,wentom,وانتم,1
1737,jaziri,جزيري,1
1738,yosr,يسر,1
1739,b3adhna,بعثنا,1
1740,wadha7,واضح,1
1741,m3k,معك,1
1742,rouhi,روحي,1
1743,kole,قلي,1
1744,marzougui,مرزوقي,1
1745,7ora,حرة,1
1746,inchalh,انشاءالله,1
1747,mte3ik,متاعك,1
1748,ketheb,كذاب,1
1749,miskina,مسكينة,1
1750,yhanikom,يهنيكم,1
1751,9atar,قطر,1
1752,chebi,شابي,1
1753,watan,وطن,1
1754,lidara,الادارة,1
1755,tal7is,تلحيس,1
1756,liblad,لبلاد,1
1757,sayb,سيب,1
1758,marina,مارينا,1
1759,ye7ki,يحكي,1
1760,tatla3,تتطلع,1
1761,nti,نتي,1
1762,chid,شد,1
1763,bnina,بنينة,1
1764,wabna,وبنة,1
1765,syesa,سياسة,1
1766,nemchi,نمشي,1
1767,ma5yeb,مخيب,1
1768,merite,مريت,1
1769,chbiha,شبيها,1
1770,hkeyet,حكايات,1
1771,achkoun,اشكون,1
1772,maryouma,مريومة,1
1773,maha,مها,1
1774,9owa,قوة,1
1775,chbi,شبي,1
1776,ta9ra,تقرى,1
1777,tgoul,تقول,1
1778,meni,ماني,1
1779,rojla,رجلة,1
1780,mawjouda,موجودة,1
1781,3omro,عمرو,1
1782,wildi,ولدي,1
1783,asel,اصل,1
1784,lezm,لازم,1
1785,lezemna,لازمنا,1
1786,rasmi,رسمي,1
1787,yezik,يزيك,1
1788,ifriki,افريقي,1
1789,7ta,حتى,1
1790,chof,شفت,1
1791,lkoura,لكورة,1
1792,whouma,وهوما,1
1793,sa7a7,صحاح,1
1794,chwya,شوية,1
1795,t7ot,طحت,1
1796,jam3iti,جمعيتي,1
1797,souti,صوتي,1
1798,lkolkom,لكلكم,1
1799,castro,كسترو,1
1800,wa7dik,وحدك,1
1801,klamek,كلامك,1
1802,ezouz,الزوز,1
1803,mahboul,مهبول,1
1804,thebou,تحبو,1
1805,kamla,كاملة,1
1806,testana,تستنى,1
1807,rah,راه,1
1808,ro7ou,روحو,1
1809,7yeti,حياتي,1
1810,najeh,ناجح,1
1811,yebki,يبكي,1
1812,nayk,نيك,1
1813,n3ichou,نعيشو,1
1814,cha3ib,شعب,1
1815,5ouh,خوه,1
1816,tarek,تارك,1
1817,bhema,بهامة,1
1818,darou,دارو,1
1819,antom,انتم,1
1820,chadit,شديت,1
1821,akwa,اقوى,1
1822,ijam3iya,الجمعية,1
1823,mercato,مركاتو,1
1824,tchoufou,تشوفو,1
1825,9sar,قصر,1
1826,7iwar,حوار,1
1827,fili,فلي,1
1828,galb,قلب,1
1829,bkol,بكل,1
1830,bomaye,بومايي,1
1831,3a9liya,عقلية,1
1832,i7ib,يحب,1
1833,jahl,جهل,1
1834,a5tak,اخطاك,1
1835,5alihom,خليهم,1
1836,chkounou,شكونو,1
1837,7awel,حاول,1
1838,fyh,فيه,1
1839,7el,حل,1
1840,9alik,قالك,1
1841,traja3,ترجع,1
1842,emta3,امتع,1
1843,msata,مساطة,1
1844,raj3ou,رجعو,1
1845,i9oulou,يقولو,1
1846,y3ich,يعيش,1
1847,lzem,لازم,1
1848,dez,دز,1
1849,walou,والو,1
1850,nari,ناري,1
1851,papa,بابا,1
1852,mte3i,متاعي,1
1853,flos,فلوس,1
1854,ejam3eya,الجمعية,1
1855,adi,عادي,1
1856,thabet,ثبت,1
1857,5ales,خالص,1
1858,paris,باريس,1
1859,omak,امك,1
1860,9olna,قلنا,1
1861,raisna,رئيسنا,1
1862,hlel,حلال,1
1863,hasilou,حصيلو,1
1864,wenchala,وانشاءالله,1
1865,mesi,مسي,1
1866,da5la,داخلة,1
1867,chou,شو,1
1868,rayis,رئيس,1
1869,mkache5,مكشخ,1
1870,rwa7kom,رواحكم,1
1871,makich,ماكش,1
1872,bkir,بخير,1
1873,saret,صارت,1
1874,zardi,زردي,1
1875,a3tini,اعطيني,1
1876,msiba,مصيبة,1
1877,nzid,نزيد,1
1878,esaha,الصحة,1
1879,ta7an,طحان,1
1880,lilah,للة,1
1881,lkalb,لكلب,1
1882,nchl,نشله,1
1883,bhayem,بهايم,1
1884,belah,بالله,1
1885,idek,يدك,1
1886,najla,نجلة,1
1887,a9ra,اقرى,1
1888,5raj,خرج,1
1889,i7ebou,يحبو,1
1890,marsa,مرسى,1
1891,gharbia,غربية,1
1892,inou,انو,1
1893,ma3adich,معادش,1
1894,tkalem,تكلم,1
1895,bde,بدا,1
1896,balf,بالف,1
1897,wa9teli,وقتلي,1
1898,akter,اكثر,1
1899,lotef,لطف,1
1900,machekel,مشاكل,1
1901,to5rej,تخرج,1
1902,botola,بطولة,1
1903,y7ib,يحب,1
1904,menich,منيش,1
1905,kedhb,كذاب,1
1906,sorm,صرم,1
1907,ya7mik,يرحمك,1
1908,ydik,يديك,1
1909,lazmou,لازمو,1
1910,ta3rif,تعرف,1
1911,ba3dou,بعدو,1
1912,wataniya,وطنية,1
1913,btala,بطالة,1
1914,rahma,رحمة,1
1915,waldek,ولدك,1
1916,ya3raf,يعرف,1
1917,a3mil,اعمل,1
1918,jbeli,جبالي,1
1919,n9oulou,نقولو,1
1920,saba,سبة,1
1921,5bar,خبر,1
1922,na3tik,نعطيك,1
1923,fa9r,فقر,1
1924,chibob,شيبوب,1
1925,lazemha,لازمها,1
1926,bsh,بش,1
1927,erjal,الراجل,1
1928,wakahaw,وكاهو,1
1929,l3asba,لعصبة,1
1930,bidha,بيضة,1
1931,nchla,نشاله,1
1932,a3mal,اعمل,1
1933,jam3itou,جمعية,1
1934,leklam,لكلام,1
1935,ma3,مع,1
1936,belik,بالك,1
1937,bledek,بلادك,1
1938,layem,ليام,1
1939,bidoun,بيدون,1
1940,lama,لما,1
1941,awla,اولى,1
1942,barnemij,برنامج,1
1943,ser9a,سرقة,1
1944,maryem,مريم,1
1945,mazelou,مزالو,1
1946,kenek,كانك,1
1947,ma3andou,معندو,1
1948,3ach,عاش,1
1949,aytem,ايتام,1
1950,nam,نم,1
1951,ta3rfou,تعرفو,1
1952,8alya,غالية,1
1953,chahid,شهيد,1
1954,yal3bou,يلعبو,1
1955,yelzmou,يلزمو,1
1956,korza,كرزة,1
1957,sana,سنة,1
1958,moutou,موتو,1
1959,bes,باس,1
1960,7aded,حداد,1
1961,i9oul,يقول,1
1962,gbal,قبل,1
1963,chicha,شيشة,1
1964,nasma3,نسمع,1
1965,netfarjou,نتفرجو,1
1966,na9sin,ناقصين,1
1967,bayen,باين,1
1968,ousema,اسامة,1
1969,eryahi,الرياحي,1
1970,dzayer,دزاير,1
1971,fa9ou,فاقو,1
1972,ri7,ريح,1
1973,elghalia,الغالية,1
1974,kana,كان,1
1975,tasma3,تسمع,1
1976,khalik,خليك,1
1977,khaoula,خولة,1
1978,mezelt,مزلت,1
1979,rabe,رب,1
1980,eleh,الاله,1
1981,lekher,لخر,1
1982,hmdl,حمدلله,1
1983,sraft,صرفت,1
1984,cheda,شدة,1
1985,toufa,توفى,1
1986,tkamel,تكمل,1
1987,ma3naha,معناها,1
1988,3jebni,عجبني,1
1989,beja,باجة,1
1990,tarf,طرف,1
1991,ybarek,يبارك,1
1992,tneket,تناكت,1
1993,masr,مصر,1
1994,wahdou,وحدو,1
1995,nharek,نهارك,1
1996,nafes,نفس,1
1997,lo5rin,لخرين,1
1998,hot,حط,1
1999,wfet,وفات,1
2000,frank,فرنك,1
2001,hrab,هرب,1
2002,dhawadi,ذوادي,1
2003,esid,السيد,1
2004,5aliw,خليو,1
2005,youslou,يوصلو,1
2006,9afila,قافلة,1
2007,mzeya,مزية,1
2008,ghoneya,غناية,1
2009,sob7an,سبحان,1
2010,tal3et,طلعت,1
2011,bel3id,بلعيد,1
2012,lklem,لكلام,1
2013,3liya,عليا,1
2014,flousik,فلوسك,1
2015,ya9ra,يقرى,1
2016,tkarkira,تكركية,1
2017,nahdi,نهدي,1
2018,8oul,غول,1
2019,sa7afa,صحافة,1
2020,tor7,طرح,1
2021,fara5,فرخ,1
2022,khormo,خرمو,1
2023,fri9i,فريقي,1
2024,bkolha,بكلها,1
2025,omra,عمرة,1
2026,yjibou,يجيبو,1
2027,amina,امينة,1
2028,watania,وطنية,1
2029,mekch,ماكش,1
2030,tekdheb,تكذب,1
2031,ta7ana,طحانة,1
2032,rayi,رايي,1
2033,eshih,الصحيح,1
2034,chef,شاف,1
2035,siyesi,سياسي,1
2036,awlad,اولاد,1
2037,silm,سليم,1
2038,katheb,كذاب,1
2039,amn,امن,1
2040,7ouma,حومة,1
2041,rie7i,رياحي,1
2042,ehna,احنا,1
2043,yarbi,يربي,1
2044,islam,اسلام,1
2045,7a9ek,حقك,1
2046,tebda,تبدا,1
2047,kater,خاطر,1
2048,zeyd,زايد,1
2049,elkoura,الكورة,1
2050,timchi,تمشي,1
2051,maho,ماهو,1
2052,freret,فرارات,1
2053,liya,ليا,1
2054,cha3bha,شعبها,1
2055,mo5ek,مخك,1
2056,jew,جاو,1
2057,joret,جرت,1
2058,irheb,ارهاب,1
2059,darja,درجة,1
2060,tahbet,تهبط,1
2061,ekbes,اكبس,1
2062,3malet,عملت,1
2063,ism,اسم,1
2064,anis,انيس,1
2065,zaza,زازا,1
